"logFC","logCPM","F","PValue","FDR","dmel_gene","treatment","tissue"
10.4729614894888,5.6254569266701,352.560526040114,1.66376484347982e-11,3.10912368386037e-09,"stj","Control","Haemocytes"
3.30337239035055,5.2620491526977,349.907892381276,1.75292954983095e-11,3.10912368386037e-09,"Arp6","Control","Haemocytes"
-6.32361762976487,6.06470962243224,346.218071697598,1.88616121778964e-11,3.10912368386037e-09,"Adgf-C","Control","Haemocytes"
5.82930212845454,8.82945909279152,346.209500917514,1.88648383935687e-11,3.10912368386037e-09,"CG15343","Control","Haemocytes"
-5.27950382514321,8.58217404818842,346.195456167223,1.88701264821761e-11,3.10912368386037e-09,"GstE1.Dsim_GD11370","Control","Haemocytes"
-6.59407690780254,6.39132203642216,344.680848954357,1.94504420032971e-11,3.10912368386037e-09,"CG33462","Control","Haemocytes"
-4.26315647496869,8.24425886894264,341.77444391703,2.06219029377841e-11,3.19942758814151e-09,"CG42663","Control","Haemocytes"
2.94481270393136,3.9887165556422,334.882974905022,2.37352681459427e-11,3.52966431179608e-09,"Mgat2","Control","Haemocytes"
3.09819131556794,5.82227199282678,334.166344166096,2.40887043079922e-11,3.52966431179608e-09,"CG1847","Control","Haemocytes"
3.80665927022116,4.18670106528475,330.203199095473,2.61549853930424e-11,3.72885264725131e-09,"tacc","Control","Haemocytes"
-3.22672295611883,6.41666257102408,323.591084091565,3.0068560109534e-11,4.17399090994189e-09,"rgr","Control","Haemocytes"
-2.20261423913385,8.2233800884954,316.417693261797,3.50889197128961e-11,4.66564719963226e-09,"CenB1A","Control","Haemocytes"
4.31078559562285,4.96875367640695,315.772162178802,3.55857260796905e-11,4.66564719963226e-09,"ebd1","Control","Haemocytes"
-3.46427593053648,7.12102641766088,314.22498456525,3.68094115664687e-11,4.66564719963226e-09,"NK7.1","Control","Haemocytes"
-5.33256200174419,5.84812289143644,313.806875264396,3.71482810207687e-11,4.66564719963226e-09,"CG18155","Control","Haemocytes"
-6.30895354121824,7.58654784998074,308.759446531223,4.1532579487613e-11,5.09498504179438e-09,"CG13506","Control","Haemocytes"
5.7874671082562,4.94217374237255,302.479852389325,4.78340821480819e-11,5.73465416661664e-09,"Cog3","Control","Haemocytes"
12.8579260159958,5.77194844043021,435.835239990607,5.2283994056069e-11,6.11549258118626e-09,"CG18478.CG3117.SPH93.CG14990.CG31827.Dsim_GD13811","Control","Haemocytes"
-2.61493802912311,7.30216168444304,297.728999710497,5.33294139781171e-11,6.11549258118626e-09,"FBgn0184360","Control","Haemocytes"
-2.11865440643071,6.4124466320077,289.656914822723,6.44008872573621e-11,7.22797192090607e-09,"CG5510","Control","Haemocytes"
-1.93381129365047,6.71175827634266,274.204771349572,9.3754501068432e-11,1.03032290236662e-08,"CG6236","Control","Haemocytes"
9.75923160914967,2.78763710746483,654.799125604475,1.06553961008753e-10,1.14708600881871e-08,"FBgn0187709","Control","Haemocytes"
-3.44565712019418,7.7013990429316,266.69331266093,1.13362674983669e-10,1.17868147953533e-08,"Mob2","Control","Haemocytes"
3.18637505884155,6.23502502667207,266.028994520011,1.15310975675777e-10,1.17868147953533e-08,"CG9149","Control","Haemocytes"
-2.29379417618494,7.68234041094804,265.732675783911,1.16192297508696e-10,1.17868147953533e-08,"CG5535","Control","Haemocytes"
-3.12957233267674,10.1686425463371,260.321518368011,1.33717144361592e-10,1.33086403114604e-08,"alpha-Est7","Control","Haemocytes"
-2.008102690969,5.63139849286087,259.147954803926,1.37904324814624e-10,1.33529566630612e-08,"Opbp","Control","Haemocytes"
9.92691399702361,3.0816985088348,621.353544756745,1.39225140562723e-10,1.33529566630612e-08,"CG7849","Control","Haemocytes"
-4.80665408713529,8.17174567467335,253.831296496094,1.5884525759576e-10,1.49626559610291e-08,"Mmp2","Control","Haemocytes"
8.15775902188556,5.8343340261825,252.983484607679,1.62509035980134e-10,1.50392134174597e-08,"FBgn0189420","Control","Haemocytes"
-7.20721551857088,13.9855832507033,252.321111193342,1.65438518286784e-10,1.50463479993584e-08,"alphaTub85E","Control","Haemocytes"
-1.50576406656615,7.58064639106347,247.627270769885,1.88010185424102e-10,1.68093852222396e-08,"CycK","Control","Haemocytes"
2.66870894233937,6.85916619068818,244.802087736952,2.03281042454582e-10,1.77748041174606e-08,"mth.mthl3.mthl4.mthl2.Dsim_mth","Control","Haemocytes"
5.54680057633608,3.79732461986791,244.403455616379,2.05547497851203e-10,1.77748041174606e-08,"MICU3","Control","Haemocytes"
-2.43442385477014,6.01291874961205,243.470221068091,2.10966974783108e-10,1.79492063222725e-08,"tilB","Control","Haemocytes"
2.45980649004135,6.96995873971385,241.232098296969,2.2464062272647e-10,1.8809194998129e-08,"TM9SF4","Control","Haemocytes"
1.97678644046522,9.05284579332953,238.600299315509,2.42029241521122e-10,1.99485038909987e-08,"AnxB11","Control","Haemocytes"
-3.95022081441545,6.42616516746525,237.520732226355,2.49601901963176e-10,2.0256154351627e-08,"CG6726","Control","Haemocytes"
-2.27689302738679,6.69067950158185,236.80349181079,2.54782248800233e-10,2.03632782185035e-08,"Best1","Control","Haemocytes"
3.17011621657693,7.93877307360248,232.713393516526,2.86772234582284e-10,2.22802825012584e-08,"Rab11","Control","Haemocytes"
-2.02633805080386,8.57081473307421,232.660486602461,2.87215016129966e-10,2.22802825012584e-08,"PIG-V","Control","Haemocytes"
-2.05929894954128,7.61547239865959,231.871998799206,2.93907103639561e-10,2.24689850970824e-08,"CG4511","Control","Haemocytes"
-2.46914940304201,5.74132226050059,227.106584012389,3.38343931193568e-10,2.5496631957801e-08,"Prp19","Control","Haemocytes"
-7.1377759720101,8.59912377909308,224.526351530176,3.6557353339887e-10,2.71605688546344e-08,"Ak1","Control","Haemocytes"
5.46965376327313,9.62056405858132,222.273100054276,3.91408832326378e-10,2.83785073089118e-08,"Prip","Control","Haemocytes"
-8.21973269009222,8.03669534447219,222.162773381052,3.92726262284467e-10,2.83785073089118e-08,"CG31220","Control","Haemocytes"
-1.90512223389363,8.57849171545812,219.859856601974,4.21413406008719e-10,3.00399421175134e-08,"Klc","Control","Haemocytes"
-2.83699975567675,8.13565160421349,218.83501313902,4.3494212394063e-10,3.05909293838243e-08,"RhoGAP18B","Control","Haemocytes"
1.83658583341331,8.1705493594365,217.058047942423,4.5958942485397e-10,3.17583325054164e-08,"prtp","Control","Haemocytes"
-1.64561822335487,5.42734986782308,216.780481395115,4.63581346524562e-10,3.17583325054164e-08,"S2P","Control","Haemocytes"
-1.4418755721127,7.37749344153598,211.451280587897,5.48441935755201e-10,3.70901437321626e-08,"Rep","Control","Haemocytes"
10.7959482135943,3.82007974135976,471.679289236252,5.65787545889763e-10,3.77788519565633e-08,"Rev7","Control","Haemocytes"
1.83471420500564,11.6160629212982,208.085710531692,6.11128537517637e-10,4.02002362892504e-08,"RpL4","Control","Haemocytes"
-1.93308765713506,6.72923556031564,207.776177646184,6.17292727853892e-10,4.02002362892504e-08,"CG5149","Control","Haemocytes"
-4.88095879054172,5.13294456561647,203.540290140031,7.09183038076098e-10,4.53682974008633e-08,"CG34437","Control","Haemocytes"
-6.00838574005839,8.74488881292117,203.3420149399,7.13851883274247e-10,4.53682974008633e-08,"CG5835","Control","Haemocytes"
-2.57329089141554,8.42056334877358,201.941238338519,7.47852206820592e-10,4.69345978886683e-08,"krz","Control","Haemocytes"
9.10577263792577,2.51171186514651,445.448196805885,7.56292098679963e-10,4.69345978886683e-08,"CG10268","Control","Haemocytes"
3.60918404224229,5.6249779565367,200.909520402267,7.74076074055358e-10,4.7479666170256e-08,"RhoGEF3","Control","Haemocytes"
-4.53558987029082,5.3078053509729,199.468478953389,8.12476726422582e-10,4.92622382974611e-08,"CG14106","Control","Haemocytes"
-2.60561868826322,8.06747144210309,196.91865458107,8.85866976246058e-10,5.31016852238404e-08,"scat","Control","Haemocytes"
2.47720240093112,5.57896740229297,196.235519406111,9.06792871939509e-10,5.34989692443082e-08,"CG9143","Control","Haemocytes"
2.42600746638579,6.31145980486937,195.694680399506,9.23759859099702e-10,5.34989692443082e-08,"Arf51F","Control","Haemocytes"
-1.6050628583043,7.46778176258258,195.434202912607,9.32060315083734e-10,5.34989692443082e-08,"Klp64D","Control","Haemocytes"
-8.11805570243277,11.0506561382274,195.402929297531,9.33062591559499e-10,5.34989692443082e-08,"yellow-f","Control","Haemocytes"
-2.234030682013,6.67037751576205,193.520209287421,9.95726554300029e-10,5.64780384293833e-08,"l(2)09851","Control","Haemocytes"
1.40035725767411,7.3327821530061,193.036446678115,1.01259333154228e-09,5.66787858322885e-08,"CG3662","Control","Haemocytes"
-1.85160615536932,7.97207895608673,192.803390280731,1.02083506232305e-09,5.66787858322885e-08,"Ist1","Control","Haemocytes"
-1.88680685953039,7.02029248449218,192.417541523208,1.03464868436289e-09,5.66787858322885e-08,"RNaseX25","Control","Haemocytes"
-4.61776448684525,5.76654008473053,192.207851435033,1.04224497170275e-09,5.66787858322885e-08,"Ekar","Control","Haemocytes"
-1.50844291745435,7.80778825249076,189.67341056536,1.13926849115481e-09,6.11997963211896e-08,"Rab35","Control","Haemocytes"
-2.03552871787572,5.85948280171271,189.443103284789,1.14858385512754e-09,6.11997963211896e-08,"CG5913","Control","Haemocytes"
4.61718387689896,6.16812068212798,188.899380291165,1.17092244193412e-09,6.17661588120251e-08,"sel","Control","Haemocytes"
-2.08787196704079,6.51943609048698,188.580644474507,1.18424752291732e-09,6.1850551320682e-08,"CG15771","Control","Haemocytes"
2.10927114742698,4.81656906687282,187.456377232919,1.23264746878387e-09,6.37472097826952e-08,"phr6-4","Control","Haemocytes"
-6.68272579631259,3.82131707253521,183.965026792348,1.39794476453304e-09,7.15937731350656e-08,"Cyp312a1","Control","Haemocytes"
2.38721445280574,7.19260190718996,180.591716860656,1.58204839596182e-09,8.00657923712527e-08,"bam","Control","Haemocytes"
2.23473163436573,7.41229809512727,180.393009275952,1.59372667279271e-09,8.00657923712527e-08,"CG5903","Control","Haemocytes"
-2.49540842743404,6.63131834205585,179.979769203326,1.61832920071056e-09,8.05347786202662e-08,"Gdap2","Control","Haemocytes"
3.65798416620123,6.90450433089325,179.494602850028,1.64776798899373e-09,8.12334218873076e-08,"RpL30","Control","Haemocytes"
3.11262153004929,3.96787932514575,178.652915999064,1.7002990447002e-09,8.3047013525866e-08,"pasha","Control","Haemocytes"
12.709765860175,6.39234577726996,378.227259223259,1.730475696421e-09,8.3745498152484e-08,"He","Control","Haemocytes"
2.41405733479396,7.35226937665491,177.896162973251,1.74916326631075e-09,8.388032936172e-08,"CG5613","Control","Haemocytes"
-7.53809922117348,8.54225169146314,177.161900643074,1.79811021726281e-09,8.545073329785e-08,"rho-6","Control","Haemocytes"
-3.5201226791196,6.06016081984963,174.995539848185,1.95186898431538e-09,9.19295436809253e-08,"Adk3","Control","Haemocytes"
2.2516999599194,7.07761332724083,174.508009224678,1.98850421393511e-09,9.28261922876788e-08,"CG5196","Control","Haemocytes"
-6.67603695023387,4.28461902896193,172.226237837669,2.17072281078862e-09,1.00443533569386e-07,"CG12133","Control","Haemocytes"
-4.34479152996908,8.98721386442553,171.315661311047,2.2486962346635e-09,1.0314671859e-07,"Rhp","Control","Haemocytes"
-1.77565309528302,7.97885075806868,171.051657792302,2.27189636784733e-09,1.03312528796506e-07,"vari","Control","Haemocytes"
-2.54086345432224,12.2112169638409,168.243662505806,2.53630034016015e-09,1.14350293114058e-07,"CD98hc","Control","Haemocytes"
-2.13624754711219,5.52673967193819,167.061384451564,2.65798838244379e-09,1.18821090825347e-07,"CG9590","Control","Haemocytes"
-2.17950874468347,6.2999757304201,166.732542920501,2.69300805272835e-09,1.18942606577105e-07,"FBgn0268310","Control","Haemocytes"
-9.46186120934107,6.35396691891406,224.605872181555,2.70936920019432e-09,1.18942606577105e-07,"CG9920","Control","Haemocytes"
-3.68988326008288,9.02936434071341,166.405562340095,2.72835173380659e-09,1.18942606577105e-07,"CG4950","Control","Haemocytes"
-4.06019736620327,11.7945214246792,165.33806125097,2.84747223803471e-09,1.23118164390435e-07,"CG13117","Control","Haemocytes"
-3.56195837230126,4.24663139260118,164.641613378981,2.92838059086721e-09,1.25587053795322e-07,"STUB1","Control","Haemocytes"
-1.32844778607662,6.23488552103711,161.430321113394,3.33700437085412e-09,1.41957242389157e-07,"Art7","Control","Haemocytes"
-2.24584334910691,6.38677965730964,159.991956366383,3.54083029232919e-09,1.49423038336292e-07,"CG7945","Control","Haemocytes"
1.43868122563494,6.02356613407632,158.320293850416,3.79576716563162e-09,1.58221849727389e-07,"CG6766","Control","Haemocytes"
2.38638981712392,9.69655263115831,158.235019107551,3.80932225883951e-09,1.58221849727389e-07,"RpL28","Control","Haemocytes"
2.5896288433971,8.7398204474592,156.803340490397,4.04534114976658e-09,1.66087585917339e-07,"Nrd1","Control","Haemocytes"
-4.22617813691498,5.73938580619486,156.707842418243,4.06166797788375e-09,1.66087585917339e-07,"FBgn0193579","Control","Haemocytes"
-1.98683685738391,5.14312204997629,155.277793831691,4.31536167070069e-09,1.75104098561124e-07,"Camp","Control","Haemocytes"
-2.62155627244584,9.09178511034023,154.304402526554,4.49837318758426e-09,1.81136782935168e-07,"axed","Control","Haemocytes"
-1.65923034571818,4.77750549821071,153.274496386294,4.70170585624336e-09,1.87890139330937e-07,"CG1812","Control","Haemocytes"
1.61783099121562,7.60334183310742,151.957434461914,4.97716903204343e-09,1.96043421147089e-07,"Rab5","Control","Haemocytes"
1.80875769133608,6.61676442896984,151.944054096927,4.98006036658007e-09,1.96043421147089e-07,"CG11980","Control","Haemocytes"
3.04678228038798,4.90532982809041,150.828664349654,5.22795176832474e-09,2.04277374651207e-07,"CG13604","Control","Haemocytes"
-4.69678360317332,8.3047458693071,149.77568483065,5.47494845213857e-09,2.10968849975161e-07,"Pura","Control","Haemocytes"
3.70655880655713,10.1136838016257,149.758074049439,5.47919098513689e-09,2.10968849975161e-07,"RpS27","Control","Haemocytes"
11.3521611710805,3.59687987189125,197.184808713436,5.80938720721807e-09,2.22061721145474e-07,"CG11158.CG5418.Dsim_GD22117","Control","Haemocytes"
-1.91065472424948,7.71513582797993,147.738852082769,5.99143454737462e-09,2.26769588575206e-07,"sra","Control","Haemocytes"
-1.16363217096364,7.08757969560041,147.637576139877,6.01852936502917e-09,2.26769588575206e-07,"Tsp86D","Control","Haemocytes"
-3.35323138074098,8.67931430307767,146.103992985516,6.44636600522466e-09,2.41167238847944e-07,"Mgat4a","Control","Haemocytes"
-1.61064146667874,7.11703645287474,145.60110532629,6.59412888501023e-09,2.44957956819922e-07,"CG2004","Control","Haemocytes"
-1.69659861900681,8.1204688969489,144.682804323082,6.874022711841e-09,2.53569718915813e-07,"Debcl","Control","Haemocytes"
-3.21634799295353,8.86189202877215,144.10162650513,7.05815261623719e-09,2.57647056469605e-07,"stac","Control","Haemocytes"
-1.68860345255346,5.87806409743886,144.026873627412,7.0822413626716e-09,2.57647056469605e-07,"loj","Control","Haemocytes"
9.73128190220317,2.09473563475388,285.001559409879,7.18656404491944e-09,2.59651543403768e-07,"Cyp28a5","Control","Haemocytes"
-2.60860576215125,5.48666456452793,142.971172114143,7.43263762677217e-09,2.65279863068973e-07,"Pkc98E","Control","Haemocytes"
-4.08756394386889,6.40813956904241,142.941044807539,7.4429231723617e-09,2.65279863068973e-07,"CG13893","Control","Haemocytes"
2.80205380695069,14.364837088008,142.484229848993,7.60088542805403e-09,2.69091749214664e-07,"PPO2","Control","Haemocytes"
-1.34432891055841,6.54881563940859,142.292988366088,7.66814661250216e-09,2.69663155872992e-07,"CG6665","Control","Haemocytes"
7.08725912209965,4.14551128023156,142.028556800811,7.76226949605162e-09,2.71165374779287e-07,"CG43064","Control","Haemocytes"
5.44290562664015,5.06897021500315,141.281584629667,8.03534189635878e-09,2.78858082258504e-07,"CG32163","Control","Haemocytes"
5.35888376313601,4.82295051268628,140.60597602126,8.29178565961555e-09,2.85876923885438e-07,"CG42255","Control","Haemocytes"
-2.86263242129366,7.87217207195044,139.868725332267,8.58232811037856e-09,2.93972602482123e-07,"CG6310","Control","Haemocytes"
-1.3717704467656,8.28051047776249,138.127970023493,9.31554880382409e-09,3.17029160904336e-07,"TyrRS","Control","Haemocytes"
-2.22917996346016,6.80035528081578,137.851609733478,9.43840055184729e-09,3.17973142667261e-07,"Fit2","Control","Haemocytes"
-3.11256415238115,7.56871949656347,137.794883249527,9.46384519407771e-09,3.17973142667261e-07,"JhI-21","Control","Haemocytes"
-3.59611498978592,6.94237950724906,137.504622220827,9.59527106943841e-09,3.20348448679036e-07,"Whamy","Control","Haemocytes"
1.47579372390002,6.31621183125912,134.999660400237,1.08201198333227e-08,3.58969384407404e-07,"CG7289","Control","Haemocytes"
2.09667961200902,4.07701747308147,133.785279069536,1.14774105881506e-08,3.78395880328089e-07,"Atf-2","Control","Haemocytes"
5.30924781259144,3.13591228388429,133.149171425079,1.18397961687133e-08,3.87918787515295e-07,"CG15822","Control","Haemocytes"
1.75510770349246,8.21556752217402,132.171366055887,1.24225643247116e-08,4.04500165511443e-07,"CG7461","Control","Haemocytes"
-2.28209389092344,9.23805623569702,131.820238716891,1.26397589020587e-08,4.09047412321226e-07,"MFS15","Control","Haemocytes"
-2.93487633094482,5.44748314576455,131.350506835779,1.29371174589012e-08,4.16117649973804e-07,"CG12112","Control","Haemocytes"
-1.59805858453236,5.64035191204536,130.749771037921,1.33290926700793e-08,4.26127053543446e-07,"CG10660","Control","Haemocytes"
-2.23741863662369,4.24193647474101,130.553056374468,1.34603754869339e-08,4.27731811407087e-07,"gkt","Control","Haemocytes"
-4.25418703722327,3.80609206364948,130.309010890245,1.3625298386994e-08,4.30379934080198e-07,"CG9628","Control","Haemocytes"
-2.10799270545175,8.5235934922014,130.032688701243,1.38148194951696e-08,4.33768885934641e-07,"FER","Control","Haemocytes"
2.97278410122494,7.45052268310651,129.709104780659,1.40405855122702e-08,4.38249044835652e-07,"CG9119.CG32335.Dsim_GD13492","Control","Haemocytes"
4.27604374903208,3.18713066901579,128.92954006764,1.4601965702253e-08,4.53090406349321e-07,"CG10559","Control","Haemocytes"
-1.72093830844117,6.20777272278826,127.526939561512,1.56776579381033e-08,4.83623658616931e-07,"CG18048","Control","Haemocytes"
-1.30259267889243,8.85955900407775,126.06001391704,1.69004179631625e-08,5.18312236951641e-07,"Mes2","Control","Haemocytes"
4.02335647691933,4.76775461035715,124.265701372939,1.85465434497798e-08,5.65508767038085e-07,"eIF4E6","Control","Haemocytes"
1.47655340511863,5.37303730230379,124.06286738339,1.87438627035283e-08,5.68240665293747e-07,"CG33969","Control","Haemocytes"
8.62323366930443,2.27472420077764,233.733528377696,1.93450524960926e-08,5.8311515381079e-07,"Mtl","Control","Haemocytes"
-2.86526688847186,9.41272617050329,123.090419663494,1.97237253183602e-08,5.91151426445169e-07,"CG8312","Control","Haemocytes"
-2.75267250851513,4.20900119231243,122.551159493331,2.02921899143766e-08,6.04753117504726e-07,"Mul1","Control","Haemocytes"
9.01910161354288,2.53518561894717,230.464147709063,2.07490318112656e-08,6.14894060699023e-07,"CG15362","Control","Haemocytes"
-1.88838296374213,6.09862673494643,121.73349895351,2.11901156633678e-08,6.24457319129974e-07,"RpIII128","Control","Haemocytes"
3.76841944485778,6.25527316189331,121.026342147546,2.20033315963692e-08,6.44819856504709e-07,"Syx13","Control","Haemocytes"
-2.70212055968687,5.42226953436539,120.198203299247,2.30012504138648e-08,6.70340309022857e-07,"CG11537","Control","Haemocytes"
-1.28344816476554,7.22445375960529,119.845947053193,2.34412835303743e-08,6.79410827597386e-07,"CG12004","Control","Haemocytes"
-1.34996968018372,5.65883914858178,119.404365669656,2.40065133763037e-08,6.89683309836713e-07,"qm","Control","Haemocytes"
-2.09513794613652,6.02499713277247,119.365347192032,2.40571998123138e-08,6.89683309836713e-07,"CG8111","Control","Haemocytes"
-4.23376260208271,7.63272783693789,119.102022932217,2.4402473533703e-08,6.95800258866397e-07,"tx","Control","Haemocytes"
2.32696774775998,7.35778042818642,118.84490303686,2.47450705436849e-08,7.01775522139452e-07,"Eb1","Control","Haemocytes"
2.07223360129661,5.73495440342247,118.40799400492,2.53398720341708e-08,7.1337786987796e-07,"ppan","Control","Haemocytes"
-1.62154237893593,5.14711600498469,118.346671655146,2.54246520449396e-08,7.1337786987796e-07,"sotv","Control","Haemocytes"
-1.38527765341189,8.9725325110305,117.830917533095,2.6150630436473e-08,7.29865479113202e-07,"Jra","Control","Haemocytes"
1.65800330906848,7.51275389547732,117.570441559562,2.65262366267551e-08,7.36452095821753e-07,"MFS10","Control","Haemocytes"
3.23292450081708,3.78931015084578,117.471984504118,2.66698096771969e-08,7.36561497629392e-07,"cni","Control","Haemocytes"
-1.30006300114764,6.3634925629281,116.264625461929,2.85043880958562e-08,7.83128370862715e-07,"Cpsf100","Control","Haemocytes"
-2.88513060240319,6.60814229143805,115.39725108002,2.99112431251174e-08,8.15807898002065e-07,"CG18547","Control","Haemocytes"
1.61280496427779,6.22710644352451,115.310311470177,3.00565676706638e-08,8.15807898002065e-07,"spartin","Control","Haemocytes"
-1.76914959502049,8.72631400231292,115.091190770956,3.0426423286962e-08,8.15807898002065e-07,"udt","Control","Haemocytes"
2.48402175157562,4.73073824397571,115.08031402018,3.04449168997797e-08,8.15807898002065e-07,"CG10903","Control","Haemocytes"
-1.74052357358285,6.73972356121696,115.067254625354,3.04671385604563e-08,8.15807898002065e-07,"Ras64B","Control","Haemocytes"
-1.13913891160228,8.44649112254131,114.80027658057,3.09255000813992e-08,8.20966499889697e-07,"CG7739","Control","Haemocytes"
8.55810617265694,1.69621713656353,212.599227324012,3.09710584792511e-08,8.20966499889697e-07,"Hsl","Control","Haemocytes"
1.99721674171099,6.4022837319991,113.633234083216,3.30236083771693e-08,8.68299702246812e-07,"Sema5c","Control","Haemocytes"
-1.78890038905947,8.22609541286167,113.59987513408,3.30859223036226e-08,8.68299702246812e-07,"CG7627","Control","Haemocytes"
-10.1766508287737,3.489695492437,208.433559502463,3.41609691878453e-08,8.91766291684005e-07,"CG43210","Control","Haemocytes"
4.94521494474636,2.78981169667962,112.954516303105,3.43182098979816e-08,8.91766291684005e-07,"CG2217","Control","Haemocytes"
-1.81934636222472,6.72887123674492,112.817393376793,3.45867286564201e-08,8.94338204228509e-07,"Papss","Control","Haemocytes"
-1.51087142238694,5.78876724554709,112.709947055571,3.47988071640414e-08,8.95432720928383e-07,"CG3061","Control","Haemocytes"
3.5747085775819,5.27655760215249,112.062349396916,3.61088642475143e-08,9.24200125186945e-07,"krimp","Control","Haemocytes"
-3.90062840697551,7.78142782402955,111.985901849969,3.62671897466725e-08,9.24200125186945e-07,"CG12991","Control","Haemocytes"
-2.28956949649537,8.8518306173907,111.263293527263,3.7803461544934e-08,9.5871759446888e-07,"chic","Control","Haemocytes"
-1.53904025149932,6.32233018285006,110.943040030458,3.85079404888713e-08,9.71910938176058e-07,"Cralbp","Control","Haemocytes"
-1.94142954054527,7.96976743759699,110.605098081297,3.92676000185e-08,9.86364714750416e-07,"stai","Control","Haemocytes"
-2.57750327462949,5.18510278720781,109.693902726393,4.14024321063841e-08,1.0350608026596e-06,"CG43187","Control","Haemocytes"
1.5323838693369,5.62388474853379,109.580978052524,4.16760982197964e-08,1.03698782127088e-06,"CG6428","Control","Haemocytes"
-2.29454565174675,6.09907847370677,109.296063214557,4.23757806658657e-08,1.04944715029315e-06,"wun","Control","Haemocytes"
-2.31018050195573,7.30671736679658,108.662807561932,4.39793748374869e-08,1.08407103863431e-06,"CG4408","Control","Haemocytes"
4.72748006955577,3.45730505907691,108.561868004938,4.42413214076881e-08,1.08545567639793e-06,"CG11791","Control","Haemocytes"
-1.33364787128159,5.45258999843772,107.762330871648,4.63801699779108e-08,1.13266387330315e-06,"ZnT41F","Control","Haemocytes"
-2.11048376742318,9.53226444549629,107.625541845188,4.67577790342188e-08,1.13662343044011e-06,"Snx17","Control","Haemocytes"
-1.25467147102222,7.03250300731912,107.510749810533,4.70773698584087e-08,1.13914277983076e-06,"vlc","Control","Haemocytes"
-4.09661416003767,9.57383685926903,106.871179372795,4.89042126446511e-08,1.17794393470564e-06,"Sep-04","Control","Haemocytes"
-1.47593154432604,6.41758445900894,106.695852357538,4.9419024865548e-08,1.18493343711712e-06,"Vps45","Control","Haemocytes"
